Project ID,Category,Title,County,Improvement Type,Cost,Primary Project, Description
"96253","Completed","SR 1004 Woodland Rd","Clearfield    ","Restoration","3418028","null","SR 1004 Woodland Road from East Market Street to US Route 322 Bigler Avenue
Clearfield Borough and Lawrence Township
Highway Restoration"
"96254","Completed","1011 Kylertown-Karthaus","Clearfield    ","Resurface","3000000","null","SR 1011, Kylertown to Karthaus
Cooper, Covington and Karthaus Townships
Resurfacing"
"96256","Completed","Group 2-15-ST6 PBR","Potter        ","Resurface","18274820","null","SR 0044 & 0144
Various Townships
Resurfacing"
"96260","Completed","SR 3007 to SR 2015 Resurf","Clearfield    ","Resurface","0","108307","SR 0453 from State Route 3007 to State Route 2015
Bigler and Knox Townships
Resurfacing"
"96261","Completed","Glen Richey to PA 453","Clearfield    ","Resurface","0","108302","SR 3007 from Glen Richey to PA 453
Pike and Lawrence Townships
Resurfacing"
"96264","Completed","West Creek to Windfall Rd","Elk           ","Resurface","540000","null","SR 1003, West Creek Road to Windfall Road
City of St Marys
Resurfacing"
"96265","Completed","Lntz Corners to Mt Jewett","McKean        ","Resurface","0","104649","US 0006 from Lantz Corners to Mount Jewett
Hamlin Township and Mount Jewett Borough
Resurfacing"
"96273","Completed","PA 75 Honey Grove Resurf","Juniata       ","Resurface","500000","null","SR 75, Honey Grove to Spruce Hill
Spruce Hill and Tuscarora Townships
Resurfacing"
"96280","Completed","PerryHwy/Glenview-Longvue","Allegheny     ","Resurface","7171839","null","SR 19, Perry Highway from Glenview Drive to Longview Drive, in Ross and McCandless Townships, Allegheny County."
"96281","Completed","Perry Square Bumpouts","Erie          ","Transportation Enhancement","90049","null","Perry Square at the SW corner of French Street  North Park Row, and the NE corner of Peach Street and South Park Row
City of Erie
Two bumpouts, curbing, sidewalks, ADA curb ramps, green space, and drainage improvements"
"96283","Completed","Little Italy Streetscape","Erie          ","Transportation Enhancement","242123","null","West 18th Street from Sassafras Street to Cherry Street
City of Erie
Sidewalks, ADA curb ramps, a landscaped strip, tree plantings, signage, and decorative street lights"
"96285","Completed","S 19th Street Resurface","Dauphin       ","Resurface","5715320","null","Resurface
SR 3007 S 19th Street from SR 3006 (Pine Street) to SR 3012 (Derry Street)
Steelton Borough, Harrisburg, Swatara Twp.
Dauphin County"
"96286","Completed","Pine Street Resurface","Dauphin       ","Resurface","0","96285","Resurface
SR 3006 (Pine St) from PA 230 (Front Street) to Orchard Drive
Steelton Borough, Swatara Twp
Dauphin County"
"96287","Completed","Front Street Resurface","Dauphin       ","Resurface","3713156","null","Inlets, ADA ramps, Resurface
SR 3009 (Front Street) Division St. to Vine St.
SR 3009 (Paxton Street) Vine St. to Cameron St.
Harrisburg City
Dauphin County"
"96288","Completed","Arendtsville Rd Resurface","Adams         ","Pavement Preservation","1106122","null","Resurface PA-234 from Menallen Twp line to Butler Township line in Adams County."
"96289","Completed","Carlisle Road Resurface","Adams         ","Resurface","1614661","null","PA 34 (Carlisle Road) from SR 4003 (Gabler Road)to the County Line
Huntington, Menallen, Tyrone Townships
Adams County
Resurface"
"96290","Completed","Enola Road Resurface","Cumberland    ","Pavement Preservation","1937618","null","US 11 (Enola Road) from West Street to SR 1004 (Valley Road)
East Pennsboro Township
Cumberland County
Resurface"
"96291","Completed","PA 233 Resurface","Franklin      ","Resurface","527389","null","PA 233 (Mont Alto Road/Rock Mountian Road) from PA 997 (Anthony Highway) to Little Antietam Creek
Quincy Township and  Mont Alto Borough
Franklin County
Resurface"
"96293","Completed","Buffalo Trace Rd Resurf","Perry         ","Resurface","1627424","null","PA 849 (Creek Road) from PA 74 (Veterans Way) to  SR 4006 (Buckwheat Road)
Saville and Tuscarora Townships
Perry County
Resurface"
"96296","Completed","I-81/Exit 72 Ramps Resf","Dauphin       ","Pavement Preservation","0","96300","Resurface
SR 8009 Exit 72 Ramps
Lower Paxton Township
Dauphin County"
"96297","Completed","Forster Street Resurface","Dauphin       ","Resurface","3732576","null","Resurface
SR 3016 (Forster St/7th St) from Front St to State St Bridge
Harrisburg City"
"96298","Completed","N 7th Street Resurface","Dauphin       ","Resurface","0","96297","Resurface
SR 3018 (N 7th St) from SR 3016 (Forster St) to SR 3018 (Herr St)
Harrisburg City"
"96299","Completed","Walnut Street Resurface","Dauphin       ","Resurface","0","96297","SR 3014 (Walnut St, N. 4th St) Market St to State St Bridge
SR 3012 (S 4th St & Mulberry St)
SR 3031 (Commonwealth Ave Extension)
SR 9105 (Walnut St Underpass)
Harrisburg City
Resurface"
"96300","Completed","Mountain Road Resurface","Dauphin       ","Pavement Preservation","4190750","null","Resurface
SR 3019 (Mountain Road) from US 22 (Allentown Blvd) to Blue Stone Avenue
Lower Paxtan Township
Dauphin County"
"96301","Completed","South River Road Resurf","Dauphin       ","Resurface","4108289","null","PA 147 (South River Road) from US 22 to PA 225 (Peters Mountain Road)
Halifax and Reed Townships
Dauphin County
Resurfacing"
"96303","Completed","SR 3012 Resurface","Dauphin       ","Resurface","500000","null","Resurface
SR 3012 (Derry Street) from SR 3013 (29th Street) to Wilhelm Road
Swatara Township and Paxtang Borough
Dauphin Coutny"
"96304","Completed","Armstrong Valley Rd Resurface","Dauphin       ","Resurface","0","109393","
Resurface PA-225 (Armstrong Valley Road) from PA 147 (Second Street) to Terry Lane, PA-147 from South River Road to Market Street
Halifax Borough and Township."
"96309","Completed","Interstate Pave Pres 2013","Lackawanna    ","Surface Treatment Micro-Surfacing","4130749","null","Resurfacing of I81 from north of exit 191 (Dickson City/Scranton Expressway) to north of exit 197 (Waverly), Lackawanna County.  Resurfacing of I84 from east of exit 46 (Milford) to west of exit 20 (Greenetown/Wallenpaupack), Pike County."
"96310","Completed","PA 5: Pgh to Greengarden","Erie          ","Restoration","6233619","null","State Route 5 (12th Street) from Pittsburgh Avenue to Greengarden Boulevard
City of Erie and Millcreek Township
Restoration with bridge preservation activities"
"96315","Completed","I-180 over Loyalsock Crk","Lycoming      ","Bridge Preservation Activities","645972","null","Lycoming County Interstate Bridge Preservation"
"96317","Completed","N College St Resurfacing","Lebanon       ","Resurface","0","90880","PA 581 (N College St) from US 422 (Lincoln Avenue) to the County Line
Jackson Township and Myerstown Borough
Lebanon County
Resurface"
"96318","Completed","Ebenezer Road Resurface","Lebanon       ","Resurface","1197309","null","Resurface
PA 72 (Ebenezer Road) from Jonestown Road to North of I-78
Union Township
Lebanon County"
"96319","Completed","Fisher Ave Resurface","Lebanon       ","Resurface","0","96318","Resurface
SR 4020 (Fisher Avenue) from SR 4019 (Asher Miner Road) to PA-72 (Ebenezer Road)
East Hanover and Union Townships
Lebanon County"
"96320","Completed","Furnace Hill Pike Resf","Lancaster     ","Resurface","2611598","null","PA 501 (Furnace Hill Pike) from Lititz Borough Line to SR 4008 (Brubaker Valley Road)
Elizabeth and Warwick Townships and Lititz Borough
Lancaster County
Resurface"
"96322","Completed","Willow Street Resurface","Lancaster     ","Resurface","1826431","null","US 222 (Willow Street Pike) from PA 741 (Long Lane) to the bridge over the Conestoga River
Lancaster and West Lampeter Townships
Lancaster County
Resurface"
"96324","Completed","Oregon Pike #2 Resurface","Lancaster     ","Resurface","3154339","null","Resurface PA 272 (Oregon Pike) from SR 1014 (Landis Valley Road) to just north of Zooks Mill Road in Manheim and Warwick Townships."
"96325","Completed","Church Street Resurface","Lancaster     ","Pavement Preservation","0","96208","SR 1051 (Church Street) from Ridge Avenue to PA-272
East Cocalico Township
Resurface mill curb to curb, ADA, drainage and guiderail updates"
"96326","Completed","Marietta Avenue Resurface","Lancaster     ","Pavement Preservation","2781781","null","PA-23 from south of Corporate Blvd to Race St
East Hempfield, Lancaster and West Hempfield Townships
Resurface"
"96327","Completed","Kirkwood Pike Resurface","Lancaster     ","Pavement Preservation","1960546","null","PA-472 from SR 2009 (Noble Rd) to PA-372
Colerain and Eden Townships and Quarryville Borough
Resurface, drainage and guiderail updates"
"96328","Completed","Fruitville Pike Resurface","Lancaster     ","Resurface","1752759","null","SR 4011(Fruitville Pike) from Parkwynne Road to Carter-Moir Drive
Manheim Township
Lancaster County
Resurface"
"96329","Completed","S Market Street Resurface","Lancaster     ","Pavement Preservation","2413921","null","PA-230 from PA 241 (Linden Avenue) to Stern Drive
Elizabethtown Borough, Mount Joy and West Donegal Townships
Mill, overlay, ADA, drainage and guiderail updates"
"96333","Completed","PA 36 - Union Ave to 24th","Blair         ","Resurface","135000","null","From Park Avenue (SR 2021) to 20th Avenue
City of Altoona and Logan Township
Resurfacing"
"96336","Completed","Pleas Vly Blvd-Cam Co Line","Blair         ","Resurface","771415","null","Pleasant Valley Boulevard (SR 1001) Tipton Reservoir
Antis Township
Resurfacing"
"96337","Completed","Grazierville Rd- Clearfie","Blair         ","Resurface","1000000","null","State Route 4023 (Tipton Road) from State Route 4025 (Grazierville Road) to the Clearfield County line
Antis and Snyder Townships, Blair County
Resurfacing"
"96338","Completed","Sch House Dr-Glendale Lk","Cambria       ","Resurface","1174000","null","State Route 1019 (Loop Road/Beaver Valley Road) from State Route 1012 (School House Drive) to State Route 1025 (Glendale Lake Road)
Clearfield Township, Cambria County
Resurfacing"
"96339","Completed","PA 271 to Saltlick Rd","Cambria       ","Resurface","619509","null","State Route 3030 (Mineral Point Road) from PA 271 to Saltlick Road
East Taylor Township, Cambria County
Resurfacing"
"96340","Completed","SR 86 Mtn Road to PA 867","Bedford       ","Resurface","550000","null","PA 869 from Mountain Road to PA 867
King and South Woodbury Townships, Bedford County
Resurfacing"
"96341","Completed","Helixville Rd-Shaffer Mtn","Bedford       ","Resurface","0","96536","Helixville Road (SR 4012) to Shaffer Mountain Road (SR 4014)
Napier Township
Resurfacing"
"96342","Completed","Fingerboard Road to PA655","Fulton        ","Resurface","2034511","null","PA 484 from Fingerboard Road to PA 655
Union, Bethel, and Thompson Townships, Fulton County
Resurfacing"
"96344","Completed","PA305 - SR 4014 Resurface","Huntingdon    ","Resurface","748189","null","State Route 4004 (Main Street) from PA 305 to State Route 4014
Alexandria Borough and Porter Township, Huntingdon County
Resurfacing"
"96345","Completed","PA26 to Porter Township","Huntingdon    ","Resurface","0","96344","State Route 4005 (Pike Street/Alexandra Pike) from PA 26 to the Porter Township Line
Smithfield Township, Huntingdon County
Resurfacing"
"96346","Completed","Becket Run to Platter Hollow","Somerset      ","Resurface","1598167","null","State Route 2004 (Mount Davis Road) from PA 523 to Platter Hollow Road
Addison Township, Somerset County
Resurfacing"
"96347","Completed","PA 601 to PA 985","Somerset      ","Resurface","550000","null","State Route 4014 (Rolling Hill Road) from PA 601 to PA 985
Jenner Township, Somerset County
Resurfacing"
"96348","Completed","Sleigh Hllw Rd- Puzzl Rd","Blair         ","Resurface","600000","null","State Route 3010 (Poplar Run Road) from Sleigh Hollow Road to State Route 3003 (Puzzletown Road)
Juniata Township, Blair County
Resurfacing"
"96354","Completed","Tioga Brg Deck Joints 2","Tioga         ","Bridge Preservation Activities","518107","null","Lawrence, Middlebury, & Deerfield (Twps),
Lawrenceville Borough
Tioga County 
Bridge Preservation, Deck Joints."
"96361","Completed","US 62 - Slide/Betterment Grp","Warren        ","Slides Correction","12557508","null","State Route 62
Hickory Township in Forest County and Watson and Limestone townships in Warren County
Slide Correction/Retaining Walls"
"96362","Completed","SR 3008: State St Stscp","Mercer        ","Resurface","5820764","null","State Route 3008 and State Route 518 (State Street)
City of Sharon
Restoration"
"96363","Completed","SR 322: City line-Liberty","Venango       ","Restoration","2297534","null","SR 322 (28th Division Highway/13th Street) with railroad crossing involving Western PA & NY (DOT #262836S), SR 417 (Rocky Grove Avenue), and SR 4006 (Meadville Pike)
City of Franklin and the Borough of Sugarcreek
Restoration"
"96365","Completed","Belden to Oppenheimer","Bedford       ","Resurface","1093925","null","State Route 1001 (Imlertown/Chalybeate Rd) from State Route 1018 (Younts Rd) to State Route 4009 (Richard St)
Bedford Township, Bedford County
Resurfacing"
"96366","Completed","SR1022 Flinton to Glasgow","Cambria       ","Resurface","1250587","null","State Route 1022 (Roseland Road) from PA 53 to PA 865
Reade Township, Cambria County
Resurfacing"
